,Activity Id,Activity Name,Date Due,Date Completed,Property,Paddock,Job Status,Activity Author
845,969413,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-15,Discarded,Danny Royer
846,969414,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14E,Discarded,Danny Royer
847,969415,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14W,Discarded,Danny Royer
848,969416,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-15,Discarded,Danny Royer
849,969417,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14E,Discarded,Danny Royer
850,969418,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14W,Discarded,Danny Royer
851,969419,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-15,Discarded,Danny Royer
852,969420,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14E,Discarded,Danny Royer
853,969421,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14W,Discarded,Danny Royer
854,969422,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-15,Discarded,Danny Royer
855,969423,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14E,Discarded,Danny Royer
856,969424,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-15,Discarded,Danny Royer
857,969425,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14W,Discarded,Danny Royer
858,969426,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14E,Discarded,Danny Royer
859,969427,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-15,Discarded,Danny Royer
860,969428,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14W,Discarded,Danny Royer
861,969429,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14E,Discarded,Danny Royer
862,969430,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-15,Discarded,Danny Royer
863,969431,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14W,Discarded,Danny Royer
864,969432,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14E,Discarded,Danny Royer
865,969433,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-15,Discarded,Danny Royer
866,969434,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14W,Discarded,Danny Royer
867,969435,Drip Irrigation,2019-05-15,,Pick Anderson,P-14E,To Do,Danny Royer
868,969436,Drip Irrigation,2019-05-15,2019-03-20,Pick Anderson,P-15,Complete,Danny Royer
869,969437,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14W,Discarded,Danny Royer
870,969438,Drip Irrigation,2019-05-15,,Pick Anderson,P-15,To Do,Danny Royer
871,969439,Drip Irrigation,2019-05-15,,Pick Anderson,P-14E,To Do,Danny Royer
872,969440,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14W,Discarded,Danny Royer
873,969441,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-15,Discarded,Danny Royer
874,969442,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14E,Discarded,Danny Royer
875,969443,Drip Irrigation,2019-05-15,,Pick Anderson,P-14W,To Do,Danny Royer
876,969444,Planting,2018-11-15,2018-11-09,Pick Anderson,P-15,Complete,Danny Royer
877,969445,Planting,2018-11-15,,Pick Anderson,P-14E,Discarded,Danny Royer
878,969446,Drip Irrigation,2019-05-15,,Pick Anderson,P-14W,To Do,Danny Royer
879,969447,Sprinkler Irrigation,2018-12-01,,Pick Anderson,P-14W,Discarded,Danny Royer
880,969448,Planting,2018-11-15,,Pick Anderson,P-14W,Discarded,Danny Royer
881,972929,1st Cultivation,2018-11-28,2018-09-28,Pick Anderson,P-27,Complete,Danny Royer
882,972930,1st Cultivation,2018-11-28,2018-09-28,Pick Anderson,P-27,Complete,Danny Royer
883,972931,1st Cultivation,,2018-09-28,Pick Anderson,P-27,Complete,Danny Royer
884,975413,Veris EC/PH,2018-10-04,2018-10-03,Demo Farm,Demo 3,Complete,Fernando Banda
885,975414,Veris EC/PH,2018-10-04,2018-10-03,Demo Farm,Demo 3,Complete,Fernando Banda
886,975420,Veris EC/PH,2018-10-06,2018-10-17,Demo Farm,Demo 10,Complete,Fernando Banda
887,975438,Preplant Tillage,2019-04-03,,Demo Farm,Demo 10,To Do,Fernando Banda
888,975443,Preplant Tillage,2019-04-03,,Demo Farm,Demo 1,To Do,Fernando Banda
889,975893,Testing more,2018-10-05,,Demo Farm,Demo 1,To Do,Fernando Banda
890,979051,Drip 2017,,,Deep Well,W-01,To Do,Emery Silberman
891,979060,Planning Notes,,,Deep Well,W-01,To Do,Emery Silberman
892,979065,Drip 2017,,,Deep Well,W-02,To Do,Emery Silberman
893,982276,Drip Irrigation,2018-10-16,,Pick Anderson,P-47,To Do,Danny Royer
894,982278,1st Cultivation,2018-10-17,,Pick Anderson,P-35,To Do,Danny Royer
895,982278,1st Cultivation,2018-10-17,,Pick Anderson,P-45,To Do,Danny Royer
896,982278,1st Cultivation,2018-10-17,,Pick Anderson,P-47,To Do,Danny Royer
897,982280,Drip Irrigation,2019-05-15,,Hereford,H-12,Discarded,Danny Royer
898,982281,1st Cultivation,,2018-09-06,Delta Ranch,D-23,Complete,Danny Royer
899,982281,1st Cultivation,,2018-09-06,Delta Ranch,D-25N,Complete,Danny Royer
900,982554,Transplanting,2018-03-22,,Demo Farm,Demo 12,To Do,Fernando Banda
901,982555,Small Optimizer,2018-08-30,,Demo Farm,Demo 12,To Do,Fernando Banda
902,982556,In Furrow Chisel,2018-08-31,,Demo Farm,Demo 12,To Do,Fernando Banda
903,982557,Disc Ends,2018-08-29,,Demo Farm,Demo 12,To Do,Fernando Banda
904,982558,Optimizer,2018-09-01,,Demo Farm,Demo 12,To Do,Fernando Banda
905,982559,Compost Application,2018-10-01,,Demo Farm,Demo 12,To Do,Fernando Banda
906,982560,Gypsum Application,2018-10-01,,Demo Farm,Demo 12,To Do,Fernando Banda
907,982561,Potash Application,2018-10-01,,Demo Farm,Demo 12,To Do,Fernando Banda
908,982562,2nd Cultivation,2018-05-17,,Demo Farm,Demo 13,To Do,Fernando Banda
909,982563,Sulfur Application,2018-10-01,,Demo Farm,Demo 12,To Do,Fernando Banda
910,982564,1st Cultivation,2018-05-16,,Demo Farm,Demo 13,To Do,Fernando Banda
911,982565,Weeding Crew 1st Pass,2018-06-15,,Demo Farm,Demo 13,To Do,Fernando Banda
912,982566,Zinc Application,2018-10-01,,Demo Farm,Demo 12,To Do,Fernando Banda
913,982568,Chicken Manure Application,2018-10-01,,Demo Farm,Demo 12,To Do,Fernando Banda
914,982569,Weeding Crew 2nd Pass,2018-06-30,,Demo Farm,Demo 13,To Do,Fernando Banda
915,982570,Drip Irrigation,2018-05-15,,Demo Farm,Demo 13,To Do,Fernando Banda
916,982571,Finish Disc,2018-10-02,,Demo Farm,Demo 12,To Do,Fernando Banda
917,982572,Drip Irrigation,2018-05-15,,Demo Farm,Demo 13,To Do,Fernando Banda
918,982573,4-10-10 Sidedress,2018-05-02,,Demo Farm,Demo 14,To Do,Fernando Banda
919,982574,4-10-10 Sidedress,2018-02-17,,Demo Farm,Demo 12,To Do,Fernando Banda
920,982575,Drip Irrigation,2018-05-15,,Demo Farm,Demo 13,To Do,Fernando Banda
921,982576,Drip Irrigation,2018-07-01,,Demo Farm,Demo 14,To Do,Fernando Banda
922,982577,Wilcox Performer  HD-Listing,2018-10-03,,Demo Farm,Demo 12,To Do,Fernando Banda
923,982578,Drip Irrigation,2018-05-15,,Demo Farm,Demo 13,To Do,Fernando Banda
924,982579,Drip Irrigation,2018-07-01,,Demo Farm,Demo 14,To Do,Fernando Banda
925,982580,Wilcox Performer - Pre Plant Herbicide,2018-03-15,,Demo Farm,Demo 12,To Do,Fernando Banda
926,982581,Drip Irrigation,2018-05-15,,Demo Farm,Demo 13,To Do,Fernando Banda
927,982582,Drip Irrigation,2018-07-01,,Demo Farm,Demo 14,To Do,Fernando Banda
928,982583,Ring Roller,2018-03-16,,Demo Farm,Demo 12,To Do,Fernando Banda
929,982584,Drip Irrigation,2018-05-15,,Demo Farm,Demo 13,To Do,Fernando Banda
930,982585,Drip Irrigation,2018-07-01,,Demo Farm,Demo 14,To Do,Fernando Banda
931,982586,Drip Irrigation,2018-05-15,,Demo Farm,Demo 13,To Do,Fernando Banda
932,982587,Pre-Irrigation,2018-02-16,2018-10-24,Demo Farm,Demo 12,Complete,Fernando Banda
933,982588,Drip Irrigation,2018-07-01,,Demo Farm,Demo 14,To Do,Fernando Banda
934,982589,Drip Irrigation,2018-05-15,,Demo Farm,Demo 13,To Do,Fernando Banda
935,982590,Drip Irrigation,2018-07-01,,Demo Farm,Demo 14,To Do,Fernando Banda
936,982591,Drip Irrigation,2018-05-15,,Demo Farm,Demo 12,To Do,Fernando Banda
937,982592,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 13,To Do,Fernando Banda
938,982593,Drip Irrigation,2018-07-01,,Demo Farm,Demo 14,To Do,Fernando Banda
939,982594,Drip Irrigation,2018-05-15,,Demo Farm,Demo 12,To Do,Fernando Banda
940,982595,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 13,To Do,Fernando Banda
941,982596,Drip Irrigation,2018-07-01,,Demo Farm,Demo 14,To Do,Fernando Banda
942,982597,Drip Irrigation,2018-05-15,,Demo Farm,Demo 12,To Do,Fernando Banda
943,982598,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 13,To Do,Fernando Banda
944,982599,Drip Irrigation,2018-07-01,,Demo Farm,Demo 14,To Do,Fernando Banda
945,982600,Drip Irrigation,2018-05-15,,Demo Farm,Demo 12,To Do,Fernando Banda
946,982601,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 13,To Do,Fernando Banda
947,982602,Drip Irrigation,2018-07-01,,Demo Farm,Demo 14,To Do,Fernando Banda
948,982603,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 13,To Do,Fernando Banda
949,982604,Drip Irrigation,2018-05-15,,Demo Farm,Demo 12,To Do,Fernando Banda
950,982605,2nd Cultivation,2018-05-01,,Demo Farm,Demo 14,To Do,Fernando Banda
951,982606,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 13,To Do,Fernando Banda
952,982607,Furrow Irrigation,2018-04-16,,Demo Farm,Demo 14,To Do,Fernando Banda
953,982608,Drip Irrigation,2018-05-15,,Demo Farm,Demo 12,To Do,Fernando Banda
954,982609,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 13,To Do,Fernando Banda
955,982610,1st Cultivation,2018-04-15,,Demo Farm,Demo 14,To Do,Fernando Banda
956,982611,Drip Irrigation,2018-05-15,,Demo Farm,Demo 12,To Do,Fernando Banda
957,982612,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 13,To Do,Fernando Banda
958,982613,Cotton De-Capping,2018-04-01,,Demo Farm,Demo 14,To Do,Fernando Banda
959,982614,Drip Irrigation,2018-05-15,,Demo Farm,Demo 12,To Do,Fernando Banda
960,982615,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 13,To Do,Fernando Banda
961,982616,Planting,2018-03-20,,Demo Farm,Demo 14,To Do,Fernando Banda
962,982617,Drip Irrigation,2018-05-15,,Demo Farm,Demo 12,To Do,Fernando Banda
963,982618,Drip Irrigation,2018-05-15,,Demo Farm,Demo 13,To Do,Fernando Banda
964,982619,Liliston,2018-03-15,2018-03-15,Demo Farm,Demo 14,Complete,Fernando Banda
965,982620,Drip Irrigation,2018-05-15,,Demo Farm,Demo 12,To Do,Fernando Banda
966,982621,Drip Irrigation,2018-05-15,,Demo Farm,Demo 13,To Do,Fernando Banda
967,982622,Pre-Irrigation,2018-01-31,2018-01-31,Demo Farm,Demo 14,Complete,Fernando Banda
968,982623,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 13,To Do,Fernando Banda
969,982624,1st Cultivation,2018-05-16,,Demo Farm,Demo 12,To Do,Fernando Banda
970,982625,Planting,2018-11-15,,Demo Farm,Demo 13,To Do,Fernando Banda
971,982626,2nd Cultivation,2018-05-17,,Demo Farm,Demo 12,To Do,Fernando Banda
972,982627,Weeding Crew 1st Pass,2018-06-15,,Demo Farm,Demo 12,To Do,Fernando Banda
973,982628,Weeding Crew 2nd Pass,2018-06-30,,Demo Farm,Demo 12,To Do,Fernando Banda
974,982629,Transplanting,2018-03-22,,Demo Farm,Demo 15,To Do,Fernando Banda
975,982630,Small Optimizer,2018-08-30,,Demo Farm,Demo 15,To Do,Fernando Banda
976,982631,In Furrow Chisel,2018-08-31,,Demo Farm,Demo 15,To Do,Fernando Banda
977,982632,Disc Ends,2018-08-29,,Demo Farm,Demo 15,To Do,Fernando Banda
978,982633,2nd Cultivation,2018-05-17,,Demo Farm,Demo 16,To Do,Fernando Banda
979,982634,Optimizer,2018-09-01,,Demo Farm,Demo 15,To Do,Fernando Banda
980,982635,Compost Application,2018-10-01,,Demo Farm,Demo 15,To Do,Fernando Banda
981,982636,1st Cultivation,2018-05-16,,Demo Farm,Demo 16,To Do,Fernando Banda
982,982637,Gypsum Application,2018-10-01,,Demo Farm,Demo 15,To Do,Fernando Banda
983,982638,Weeding Crew 1st Pass,2018-06-15,,Demo Farm,Demo 16,To Do,Fernando Banda
984,982639,Potash Application,2018-10-01,,Demo Farm,Demo 15,To Do,Fernando Banda
985,982640,4-10-10 Sidedress,2018-05-02,,Demo Farm,Demo 17,To Do,Fernando Banda
986,982641,Weeding Crew 2nd Pass,2018-06-30,,Demo Farm,Demo 16,To Do,Fernando Banda
987,982642,Sulfur Application,2018-10-01,,Demo Farm,Demo 15,To Do,Fernando Banda
988,982643,Drip Irrigation,2018-07-01,,Demo Farm,Demo 17,To Do,Fernando Banda
989,982644,Drip Irrigation,2018-05-15,,Demo Farm,Demo 16,To Do,Fernando Banda
990,982645,Zinc Application,2018-10-01,,Demo Farm,Demo 15,To Do,Fernando Banda
991,982646,Drip Irrigation,2018-07-01,,Demo Farm,Demo 17,To Do,Fernando Banda
992,982647,Drip Irrigation,2018-05-15,,Demo Farm,Demo 16,To Do,Fernando Banda
993,982648,Chicken Manure Application,2018-10-01,,Demo Farm,Demo 15,To Do,Fernando Banda
994,982649,Drip Irrigation,2018-07-01,,Demo Farm,Demo 17,To Do,Fernando Banda
995,982650,Drip Irrigation,2018-05-15,,Demo Farm,Demo 16,To Do,Fernando Banda
996,982651,Finish Disc,2018-10-02,,Demo Farm,Demo 15,To Do,Fernando Banda
997,982652,Drip Irrigation,2018-07-01,,Demo Farm,Demo 17,To Do,Fernando Banda
998,982653,4-10-10 Sidedress,2018-02-17,,Demo Farm,Demo 15,To Do,Fernando Banda
999,982654,Drip Irrigation,2018-05-15,,Demo Farm,Demo 16,To Do,Fernando Banda
1000,982655,Drip Irrigation,2018-07-01,,Demo Farm,Demo 17,To Do,Fernando Banda
1001,982656,Wilcox Performer  HD-Listing,2018-10-03,,Demo Farm,Demo 15,To Do,Fernando Banda
1002,982657,Drip Irrigation,2018-05-15,,Demo Farm,Demo 16,To Do,Fernando Banda
1003,982658,Drip Irrigation,2018-07-01,,Demo Farm,Demo 17,To Do,Fernando Banda
1004,982659,Wilcox Performer - Pre Plant Herbicide,2018-03-15,2018-03-15,Demo Farm,Demo 15,Complete,Fernando Banda
1005,982660,Drip Irrigation,2018-05-15,,Demo Farm,Demo 16,To Do,Fernando Banda
1006,982661,Ring Roller,2018-03-16,,Demo Farm,Demo 15,To Do,Fernando Banda
1007,982662,Drip Irrigation,2018-07-01,,Demo Farm,Demo 17,To Do,Fernando Banda
1008,982663,Drip Irrigation,2018-05-15,,Demo Farm,Demo 16,To Do,Fernando Banda
1009,982664,Pre-Irrigation,2018-02-16,2018-02-16,Demo Farm,Demo 15,Complete,Fernando Banda
1010,982665,Drip Irrigation,2018-07-01,,Demo Farm,Demo 17,To Do,Fernando Banda
1011,982666,Drip Irrigation,2018-05-15,,Demo Farm,Demo 16,To Do,Fernando Banda
1012,982667,Drip Irrigation,2018-05-15,,Demo Farm,Demo 15,To Do,Fernando Banda
1013,982668,Drip Irrigation,2018-07-01,,Demo Farm,Demo 17,To Do,Fernando Banda
1014,982669,Drip Irrigation,2018-05-15,,Demo Farm,Demo 15,To Do,Fernando Banda
1015,982670,Drip Irrigation,2018-07-01,,Demo Farm,Demo 17,To Do,Fernando Banda
1016,982671,Drip Irrigation,2018-05-15,,Demo Farm,Demo 15,To Do,Fernando Banda
1017,982672,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 16,To Do,Fernando Banda
1018,982673,2nd Cultivation,2018-05-01,,Demo Farm,Demo 17,To Do,Fernando Banda
1019,982674,Drip Irrigation,2018-05-15,,Demo Farm,Demo 15,To Do,Fernando Banda
1020,982675,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 16,To Do,Fernando Banda
1021,982676,Drip Irrigation,2018-05-15,,Demo Farm,Demo 15,To Do,Fernando Banda
1022,982677,Furrow Irrigation,2018-04-16,,Demo Farm,Demo 17,To Do,Fernando Banda
1023,982678,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 16,To Do,Fernando Banda
1024,982679,Drip Irrigation,2018-05-15,,Demo Farm,Demo 15,To Do,Fernando Banda
1025,982680,1st Cultivation,2018-04-15,,Demo Farm,Demo 17,To Do,Fernando Banda
1026,982681,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 16,To Do,Fernando Banda
1027,982682,Drip Irrigation,2018-05-15,,Demo Farm,Demo 15,To Do,Fernando Banda
1028,982683,Cotton De-Capping,2018-04-01,,Demo Farm,Demo 17,To Do,Fernando Banda
1029,982684,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 16,To Do,Fernando Banda
1030,982685,Drip Irrigation,2018-05-15,,Demo Farm,Demo 15,To Do,Fernando Banda
1031,982686,Planting,2018-03-20,,Demo Farm,Demo 17,To Do,Fernando Banda
1032,982687,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 16,To Do,Fernando Banda
1033,982688,Drip Irrigation,2018-05-15,,Demo Farm,Demo 15,To Do,Fernando Banda
1034,982689,Liliston,2018-03-15,2018-03-15,Demo Farm,Demo 17,Complete,Fernando Banda
1035,982690,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 16,To Do,Fernando Banda
1036,982691,Drip Irrigation,2018-05-15,,Demo Farm,Demo 15,To Do,Fernando Banda
1037,982692,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 16,To Do,Fernando Banda
1038,982693,Pre-Irrigation,2018-01-31,2018-01-31,Demo Farm,Demo 17,Complete,Fernando Banda
1039,982694,1st Cultivation,2018-05-16,,Demo Farm,Demo 15,To Do,Fernando Banda
1040,982695,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 16,To Do,Fernando Banda
1041,982696,2nd Cultivation,2018-05-17,,Demo Farm,Demo 15,To Do,Fernando Banda
1042,982697,Drip Irrigation,2018-05-15,,Demo Farm,Demo 16,To Do,Fernando Banda
1043,982698,Weeding Crew 1st Pass,2018-06-15,,Demo Farm,Demo 15,To Do,Fernando Banda
1044,982699,Drip Irrigation,2018-05-15,,Demo Farm,Demo 16,To Do,Fernando Banda
1045,982700,Weeding Crew 2nd Pass,2018-06-30,,Demo Farm,Demo 15,To Do,Fernando Banda
1046,982701,Sprinkler Irrigation,2018-12-01,,Demo Farm,Demo 16,To Do,Fernando Banda
1047,982702,Planting,2018-11-15,,Demo Farm,Demo 16,To Do,Fernando Banda
1048,982706,Veris EC/PH,,2018-10-17,Demo Farm,Demo 10,Complete,John Palazzo
1049,982707,Transplanting,2018-03-22,,Demo Farm,Demo 10,To Do,Fernando Banda
1050,982708,Small Optimizer,2018-08-30,,Demo Farm,Demo 10,To Do,Fernando Banda
1051,982709,In Furrow Chisel,2018-08-31,,Demo Farm,Demo 10,To Do,Fernando Banda
1052,982710,Disc Ends,2018-08-29,,Demo Farm,Demo 10,To Do,Fernando Banda
1053,982711,Optimizer,2018-09-01,,Demo Farm,Demo 10,To Do,Fernando Banda
1054,982712,Compost Application,2018-10-01,,Demo Farm,Demo 10,To Do,Fernando Banda
1055,982713,Gypsum Application,2018-10-01,,Demo Farm,Demo 10,To Do,Fernando Banda
1056,982714,Potash Application,2018-10-01,,Demo Farm,Demo 10,To Do,Fernando Banda
1057,982715,Sulfur Application,2018-10-01,,Demo Farm,Demo 10,To Do,Fernando Banda
1058,982716,Zinc Application,2018-10-01,,Demo Farm,Demo 10,To Do,Fernando Banda
1059,982717,Chicken Manure Application,2018-10-01,,Demo Farm,Demo 10,To Do,Fernando Banda
1060,982718,Finish Disc,2018-10-02,,Demo Farm,Demo 10,To Do,Fernando Banda
1061,982719,4-10-10 Sidedress,2018-02-17,,Demo Farm,Demo 10,To Do,Fernando Banda
1062,982720,Wilcox Performer  HD-Listing,2018-10-03,,Demo Farm,Demo 10,To Do,Fernando Banda
1063,982721,Wilcox Performer - Pre Plant Herbicide,2018-03-15,2018-03-15,Demo Farm,Demo 10,Complete,Fernando Banda
1064,982722,Ring Roller,2018-03-16,,Demo Farm,Demo 10,To Do,Fernando Banda
1065,982723,Pre-Irrigation,2018-02-16,2018-02-16,Demo Farm,Demo 10,Complete,Fernando Banda
1066,982724,Drip Irrigation,2018-05-15,,Demo Farm,Demo 10,To Do,Fernando Banda
1067,982725,Drip Irrigation,2018-05-15,,Demo Farm,Demo 10,To Do,Fernando Banda
1068,982726,Drip Irrigation,2018-05-15,,Demo Farm,Demo 10,To Do,Fernando Banda
1069,982727,Drip Irrigation,2018-05-15,,Demo Farm,Demo 10,To Do,Fernando Banda
1070,982728,Drip Irrigation,2018-05-15,,Demo Farm,Demo 10,To Do,Fernando Banda
1071,982729,Drip Irrigation,2018-05-15,,Demo Farm,Demo 10,To Do,Fernando Banda
1072,982730,Drip Irrigation,2018-05-15,,Demo Farm,Demo 10,To Do,Fernando Banda
1073,982731,Drip Irrigation,2018-05-15,,Demo Farm,Demo 10,To Do,Fernando Banda
1074,982732,Drip Irrigation,2018-05-15,,Demo Farm,Demo 10,To Do,Fernando Banda
1075,982733,Drip Irrigation,2018-05-15,,Demo Farm,Demo 10,To Do,Fernando Banda
1076,982734,Transplanting,2018-03-22,,Demo Farm,Demo 1,To Do,Fernando Banda
1077,982735,1st Cultivation,2018-05-16,,Demo Farm,Demo 10,To Do,Fernando Banda
1078,982736,Small Optimizer,2018-08-30,,Demo Farm,Demo 1,To Do,Fernando Banda
1079,982737,2nd Cultivation,2018-05-17,,Demo Farm,Demo 10,To Do,Fernando Banda
1080,982738,In Furrow Chisel,2018-08-31,,Demo Farm,Demo 1,To Do,Fernando Banda
1081,982739,Weeding Crew 1st Pass,2018-06-15,,Demo Farm,Demo 10,To Do,Fernando Banda
1082,982740,Disc Ends,2018-08-29,,Demo Farm,Demo 1,To Do,Fernando Banda
1083,982741,Weeding Crew 2nd Pass,2018-06-30,,Demo Farm,Demo 10,To Do,Fernando Banda
1084,982742,Optimizer,2018-09-01,,Demo Farm,Demo 1,To Do,Fernando Banda
1085,982743,Compost Application,2018-10-01,,Demo Farm,Demo 1,To Do,Fernando Banda
1086,982744,Gypsum Application,2018-10-01,,Demo Farm,Demo 1,To Do,Fernando Banda
1087,982745,Potash Application,2018-10-01,,Demo Farm,Demo 1,To Do,Fernando Banda
1088,982746,Sulfur Application,2018-10-01,,Demo Farm,Demo 1,To Do,Fernando Banda
1089,982747,Zinc Application,2018-10-01,,Demo Farm,Demo 1,To Do,Fernando Banda
1090,982748,Chicken Manure Application,2018-10-01,,Demo Farm,Demo 1,To Do,Fernando Banda
1091,982749,Finish Disc,2018-10-02,,Demo Farm,Demo 1,To Do,Fernando Banda
1092,982750,4-10-10 Sidedress,2018-02-17,,Demo Farm,Demo 1,To Do,Fernando Banda
1093,982751,Wilcox Performer  HD-Listing,2018-10-03,,Demo Farm,Demo 1,To Do,Fernando Banda
1094,982752,Wilcox Performer - Pre Plant Herbicide,2018-03-15,2018-03-15,Demo Farm,Demo 1,Complete,Fernando Banda
1095,982753,Ring Roller,2018-03-16,,Demo Farm,Demo 1,To Do,Fernando Banda
1096,982754,Pre-Irrigation,2018-02-16,2018-02-16,Demo Farm,Demo 1,Complete,Fernando Banda
1097,982755,Drip Irrigation,2018-05-15,,Demo Farm,Demo 1,To Do,Fernando Banda
1098,982756,Drip Irrigation,2018-05-15,,Demo Farm,Demo 1,To Do,Fernando Banda
1099,982757,Drip Irrigation,2018-05-15,,Demo Farm,Demo 1,To Do,Fernando Banda
1100,982758,Drip Irrigation,2018-05-15,,Demo Farm,Demo 1,To Do,Fernando Banda
1101,982759,Drip Irrigation,2018-05-15,,Demo Farm,Demo 1,To Do,Fernando Banda
1102,982760,Drip Irrigation,2018-05-15,,Demo Farm,Demo 1,To Do,Fernando Banda
1103,982761,Drip Irrigation,2018-05-15,,Demo Farm,Demo 1,To Do,Fernando Banda
1104,982762,Drip Irrigation,2018-05-15,,Demo Farm,Demo 1,To Do,Fernando Banda
1105,982763,Drip Irrigation,2018-05-15,,Demo Farm,Demo 1,To Do,Fernando Banda
1106,982764,Drip Irrigation,2018-05-15,,Demo Farm,Demo 1,To Do,Fernando Banda
1107,982765,1st Cultivation,2018-05-16,,Demo Farm,Demo 1,To Do,Fernando Banda
1108,982766,2nd Cultivation,2018-05-17,,Demo Farm,Demo 1,To Do,Fernando Banda
1109,982767,Weeding Crew 1st Pass,2018-06-15,,Demo Farm,Demo 1,To Do,Fernando Banda
1110,982768,Weeding Crew 2nd Pass,2018-06-30,,Demo Farm,Demo 1,To Do,Fernando Banda
1111,982818,4-10-10 Sidedress,2018-10-23,,Demo Farm,Demo 12,To Do,John Palazzo
1112,982819,Weeding Crew 1st Pass,2018-11-15,,Demo Farm,Demo 12,To Do,Ricardo Ruvalcaba
1113,982820,Small Optimizer,2018-10-24,,Demo Farm,Demo 12,To Do,Gary Sousa
1114,982821,Pre-Irrigation,2018-10-24,2018-10-24,Demo Farm,Demo 12,Complete,Uli Urenda Sanchez
1115,982822,Drip Irrigation,2018-10-18,,Demo Farm,Demo 12,To Do,Alvaro Rualacava
1116,982824,Wilcox Performer - Pre Plant Herbicide,2018-08-24,,Demo Farm,Demo 12,To Do,Alfredo Lopes
1117,982828,Wilcox Performer  HD-Listing,2018-10-31,,Demo Farm,Demo 12,To Do,Gary Sousa
1118,982831,1st Cultivation,2018-11-07,,Demo Farm,Demo 12,To Do,Alvaro Rualacava
1119,982912,Roundup test,2018-10-17,,Kreyenhagen,K-03,Discarded,Emery Silberman
1120,982917,Other test,2018-10-17,,Kreyenhagen,K-03,Discarded,Emery Silberman
1121,983450,Test,2018-10-17,,Kreyenhagen,K-05,Discarded,Emery Silberman
1122,984868,Transplanting,2018-03-22,,Demo Farm,Demo 19,To Do,Danny Royer
1123,984869,Small Optimizer,2018-08-30,,Demo Farm,Demo 19,To Do,Danny Royer
1124,984870,In Furrow Chisel,2018-08-31,,Demo Farm,Demo 19,To Do,Danny Royer
1125,984871,Transplanting,2018-03-22,,Demo Farm,Demo 2,To Do,Danny Royer
1126,984872,Disc Ends,2018-08-29,,Demo Farm,Demo 19,To Do,Danny Royer
1127,984873,Small Optimizer,2018-08-30,,Demo Farm,Demo 2,To Do,Danny Royer
1128,984874,Optimizer,2018-09-01,,Demo Farm,Demo 19,To Do,Danny Royer
1129,984875,In Furrow Chisel,2018-08-31,,Demo Farm,Demo 2,To Do,Danny Royer
1130,984876,Compost Application,2018-10-01,,Demo Farm,Demo 19,To Do,Danny Royer
1131,984877,Disc Ends,2018-08-29,,Demo Farm,Demo 2,To Do,Danny Royer
1132,984878,Gypsum Application,2018-10-01,,Demo Farm,Demo 19,To Do,Danny Royer
1133,984879,Optimizer,2018-09-01,,Demo Farm,Demo 2,To Do,Danny Royer
